Year,Rating
1940,8.1
1940,7.6
1940,7.6
1940,7.7
1940,7.6
1940,7.8
1940,7.4
1940,7.8
1940,7.5
1940,7.4
1940,7.3
1940,6.8
1940,7.5
1940,7.9
1940,7.0
1940,7.6
1940,7.3
1940,7.1
1941,8.5
1941,8.2
1941,7.3
1941,7.5
1941,8.2
1941,7.8
1941,7.4
1941,8.0
1941,7.8
1941,7.6
1941,7.7
1941,7.8
1941,8.1
1941,6.5
1941,6.9
1941,7.1
1941,7.5
1941,7.3
1941,7.7
1941,6.5
1941,7.2
1941,7.8
1941,7.3
1941,7.4
1941,7.3
1942,8.6
1942,7.4
1942,8.2
1942,7.9
1942,7.3
1942,7.4
1942,7.8
1942,8.0
1942,7.7
1942,7.8
1942,7.6
1942,7.8
1942,7.3
1942,7.6
1942,7.9
1942,7.7
1942,7.7
1942,7.3
1942,7.6
1942,6.8
1942,7.1
1942,7.4
1942,6.0
1942,7.2
1942,7.7
1943,8.0
1943,8.1
1943,8.0
1943,7.3
1943,7.5
1943,7.8
1943,7.8
1943,7.6
1943,7.0
1943,7.6
1943,6.5
1943,7.6
1943,6.5
1943,7.1
1943,8.0
1943,7.2
1943,7.0
1943,7.5
1943,6.9
1943,7.2
1943,5.5
1943,6.1
1943,6.9
1944,8.5
1944,8.1
1944,8.1
1944,8.0
1944,7.8
1944,7.8
1944,7.6
1944,7.7
1944,7.6
1944,6.6
1944,7.4
1944,7.6
1944,7.9
1944,7.5
1944,7.4
1944,7.3
1944,7.9
1944,7.5
1944,7.2
1944,6.9
1944,7.7
1944,6.1
1944,7.6
1944,7.6
1944,7.6
1945,7.6
1945,8.1
1945,8.1
1945,8.0
1945,8.1
1945,8.3
1945,7.4
1945,7.9
1945,7.6
1945,7.6
1945,7.7
1945,7.7
1945,7.6
1945,7.4
1945,7.7
1945,7.1
1945,7.3
1945,8.1
1945,7.4
1945,7.4
1945,6.8
1945,7.4
1945,7.1
1945,7.3
1945,7.5
1946,8.7
1946,8.1
1946,8.1
1946,8.2
1946,7.8
1946,8.0
1946,8.0
1946,7.8
1946,7.6
1946,8.0
1946,7.5
1946,7.9
1946,7.4
1946,6.9
1946,7.5
1946,7.2
1946,7.0
1946,7.3
1946,8.0
1946,7.7
1946,7.0
1946,7.0
1946,7.5
1946,7.7
1946,7.5
1947,7.9
1947,8.1
1947,7.7
1947,8.0
1947,7.5
1947,7.8
1947,7.9
1947,7.6
1947,7.4
1947,6.5
1947,7.7
1947,7.8
1947,7.3
1947,7.4
1947,7.5
1947,7.8
1947,7.1
1947,6.8
1947,7.4
1947,6.9
1947,7.2
1947,7.7
1947,7.2
1947,6.6
1947,7.8
1948,8.1
1948,8.4
1948,8.4
1948,7.9
1948,7.8
1948,8.3
1948,7.6
1948,7.9
1948,7.5
1948,7.8
1948,7.7
1948,7.3
1948,8.0
1948,7.5
1948,7.4
1948,7.9
1948,7.1
1948,7.8
1948,7.4
1948,7.7
1948,7.8
1948,7.7
1948,7.6
1948,7.2
1948,7.5
1949,8.4
1949,8.2
1949,8.2
1949,7.6
1949,7.7
1949,7.4
1949,7.8
1949,7.8
1949,8.1
1949,7.6
1949,8.1
1949,7.2
1949,7.1
1949,7.1
1949,7.8
1949,7.0
1949,7.8
1949,7.4
1949,7.5
1949,7.2
1949,6.2
1949,7.6
1949,6.8
1949,7.7
1949,7.4
1950,8.6
1950,8.4
1950,7.3
1950,8.4
1950,8.1
1950,7.9
1950,8.0
1950,8.2
1950,7.7
1950,7.2
1950,7.0
1950,7.4
1950,7.2
1950,7.8
1950,8.0
1950,7.6
1950,8.0
1950,7.2
1950,7.3
1950,7.7
1950,6.9
1950,7.0
1950,7.0
1951,8.1
1951,7.4
1951,8.0
1951,7.8
1951,8.0
1951,7.2
1951,7.3
1951,8.2
1951,8.1
1951,7.8
1951,7.8
1951,7.2
1951,7.5
1951,7.8
1951,7.4
1951,6.7
1951,7.6
1951,7.4
1951,8.0
1951,7.4
1951,7.0
1951,7.8
1951,7.6
1951,6.7
1951,6.8
1952,8.4
1952,8.2
1952,8.4
1952,8.0
1952,8.2
1952,8.0
1952,7.8
1952,7.0
1952,6.7
1952,7.9
1952,7.5
1952,6.9
1952,7.3
1952,7.7
1952,7.3
1952,7.8
1952,7.6
1952,7.3
1952,7.6
1952,7.1
1952,7.2
1952,7.0
1952,6.8
1952,6.8
1952,6.2
1953,8.1
1953,7.3
1953,8.1
1953,7.8
1953,8.3
1953,7.7
1953,7.1
1953,8.2
1953,7.2
1953,8.0
1953,7.3
1953,6.9
1953,8.1
1953,7.5
1953,6.9
1953,7.0
1953,7.0
1953,8.0
1953,7.8
1953,7.3
1953,7.4
1953,7.6
1953,3.9
1953,7.5
1954,8.6
1954,8.8
1954,8.3
1954,8.2
1954,8.1
1954,7.7
1954,7.2
1954,7.9
1954,7.5
1954,6.9
1954,7.3
1954,7.4
1954,7.3
1954,7.8
1954,7.6
1954,8.3
1954,7.2
1954,6.6
1954,7.0
1954,7.1
1954,7.2
1954,6.9
1954,7.6
1954,7.2
1954,6.9
1955,7.8
1955,7.4
1955,8.1
1955,7.5
1955,8.3
1955,8.0
1955,7.2
1955,7.2
1955,7.8
1955,8.2
1955,6.7
1955,7.8
1955,7.7
1955,7.7
1955,7.8
1955,8.1
1955,7.2
1955,7.9
1955,8.0
1955,7.2
1955,7.9
1955,7.6
1955,7.3
1955,7.6
1956,8.0
1956,8.1
1956,7.8
1956,7.5
1956,7.7
1956,7.8
1956,7.7
1956,7.5
1956,7.5
1956,6.8
1956,7.4
1956,8.1
1956,6.9
1956,7.4
1956,6.7
1956,7.5
1956,7.8
1956,7.4
1956,6.8
1956,8.0
1956,7.1
1956,7.5
1956,6.3
1956,6.3
1957,8.9
1957,8.3
1957,8.5
1957,8.3
1957,8.3
1957,8.4
1957,8.2
1957,8.2
1957,7.5
1957,8.1
1957,7.0
1957,7.6
1957,7.7
1957,7.2
1957,8.1
1957,7.3
1957,8.1
1957,7.3
1957,7.6
1957,7.6
1957,7.4
1957,6.4
1957,7.2
1957,7.3
1958,8.5
1958,8.2
1958,8.1
1958,8.0
1958,6.3
1958,7.5
1958,6.9
1958,7.0
1958,7.8
1958,8.0
1958,7.9
1958,7.9
1958,7.1
1958,7.7
1958,7.9
1958,7.3
1958,7.1
1958,6.8
1958,7.4
1958,7.9
1958,6.9
1958,8.1
1958,6.6
1958,7.7
1959,8.5
1959,8.4
1959,8.1
1959,7.3
1959,8.2
1959,8.0
1959,8.1
1959,3.9
1959,7.9
1959,6.9
1959,7.9
1959,7.4
1959,7.0
1959,7.8
1959,7.7
1959,7.4
1959,7.3
1959,7.3
1959,7.5
1959,8.0
1959,7.0
1959,7.6
1959,7.4
1959,7.9
1959,7.1
1960,8.6
1960,8.0
1960,8.4
1960,7.8
1960,7.9
1960,8.1
1960,7.6
1960,7.7
1960,8.2
1960,8.1
1960,7.9
1960,6.5
1960,7.8
1960,6.3
1960,7.6
1960,8.2
1960,6.8
1960,7.3
1960,7.1
1960,7.4
1960,7.8
1960,8.4
1960,7.8
1960,7.0
1960,6.8
1961,7.8
1961,7.2
1961,7.6
1961,8.4
1961,8.1
1961,7.6
1961,8.3
1961,7.8
1961,8.2
1961,8.0
1961,7.0
1961,7.7
1961,8.0
1961,7.4
1961,7.9
1961,7.9
1961,7.2
1961,7.6
1961,7.8
1961,7.1
1961,8.1
1961,2.3
1961,7.1
1961,6.8
1961,6.7
1962,8.4
1962,8.4
1962,7.3
1962,8.1
1962,7.7
1962,8.1
1962,7.8
1962,8.1
1962,7.8
1962,7.8
1962,8.1
1962,8.2
1962,8.6
1962,8.0
1962,7.6
1962,8.0
1962,7.0
1962,7.7
1962,7.1
1962,7.8
1962,8.0
1962,7.8
1962,7.2
1962,7.8
1963,8.3
1963,7.8
1963,7.5
1963,8.1
1963,7.2
1963,8.0
1963,7.2
1963,7.5
1963,7.6
1963,6.9
1963,7.7
1963,8.3
1963,7.3
1963,7.9
1963,7.0
1963,8.0
1963,7.4
1963,6.7
1963,8.0
1963,6.8
1963,6.7
1963,7.6
1963,7.6
1964,8.5
1964,7.8
1964,8.0
1964,7.7
1964,7.9
1964,7.2
1964,7.7
1964,7.8
1964,7.6
1964,8.0
1964,7.9
1964,7.7
1964,7.8
1964,6.9
1964,8.0
1964,8.3
1964,8.0
1964,8.0
1964,7.9
1964,7.9
1964,2.4
1964,7.8
1964,7.6
1964,7.1
1964,7.7
1965,7.9
1965,8.3
1965,7.0
1965,8.0
1965,7.8
1965,7.7
1965,7.6
1965,7.2
1965,7.2
1965,7.2
1965,7.3
1965,8.2
1965,6.7
1965,6.9
1965,6.8
1965,7.1
1965,7.1
1965,7.3
1965,7.8
1965,7.7
1965,7.6
1965,6.2
1965,2.2
1965,7.6
1965,8.0
1966,9.0
1966,8.1
1966,8.2
1966,7.6
1966,1.8
1966,7.2
1966,8.2
1966,8.0
1966,6.4
1966,8.2
1966,6.7
1966,7.3
1966,7.6
1966,7.5
1966,6.8
1966,7.1
1966,7.9
1966,7.7
1966,7.7
1966,8.0
1966,7.4
1966,7.4
1966,6.1
1966,7.8
1967,8.1
1967,8.2
1967,7.6
1967,7.9
1967,6.9
1967,7.8
1967,8.0
1967,7.7
1967,7.8
1967,8.1
1967,7.8
1967,8.1
1967,5.2
1967,7.2
1967,7.8
1967,8.0
1967,7.4
1967,7.9
1967,7.6
1967,7.0
1967,7.3
1967,7.5
1967,7.4
1967,8.3
1967,7.2
1968,8.3
1968,8.7
1968,8.0
1968,7.9
1968,8.0
1968,7.4
1968,7.7
1968,7.6
1968,6.8
1968,7.7
1968,7.6
1968,5.9
1968,7.5
1968,6.9
1968,7.3
1968,7.7
1968,7.0
1968,7.4
1968,6.5
1968,5.5
1968,6.3
1968,7.8
1968,7.7
1968,8.0
1969,8.2
1969,8.0
1969,7.3
1969,8.0
1969,6.8
1969,7.4
1969,7.3
1969,7.3
1969,8.1
1969,3.0
1969,6.9
1969,8.1
1969,6.2
1969,7.9
1969,6.8
1969,7.7
1969,7.1
1969,6.6
1969,7.5
1969,8.2
1969,7.1
1969,7.7
1969,6.7
1969,6.7
1969,7.9
1970,8.0
1970,7.7
1970,7.6
1970,6.0
1970,7.6
1970,7.5
1970,7.5
1970,6.8
1970,7.1
1970,7.0
1970,7.5
1970,8.0
1970,8.1
1970,6.5
1970,8.0
1970,7.3
1970,7.2
1970,7.0
1970,6.1
1970,7.9
1970,7.2
1970,6.7
1970,6.9
1970,7.6
1971,8.4
1971,7.8
1971,7.8
1971,7.8
1971,6.7
1971,8.0
1971,7.5
1971,6.8
1971,8.1
1971,7.9
1971,7.1
1971,7.2
1971,6.9
1971,6.5
1971,7.6
1971,7.3
1971,7.7
1971,7.5
1971,6.2
1971,7.0
1971,7.7
1971,7.0
1971,7.7
1971,7.2
1971,7.5
1972,9.2
1972,7.8
1972,8.0
1972,8.1
1972,8.0
1972,7.8
1972,7.1
1972,7.0
1972,6.8
1972,7.5
1972,5.9
1972,7.9
1972,5.9
1972,7.5
1972,7.2
1972,7.6
1972,6.7
1972,7.7
1972,8.1
1972,7.3
1972,6.0
1972,7.7
1972,6.4
1972,7.0
1972,7.3
1973,8.0
1973,8.4
1973,8.0
1973,7.7
1973,6.8
1973,7.8
1973,7.6
1973,7.4
1973,7.5
1973,7.6
1973,7.0
1973,7.9
1973,7.1
1973,7.3
1973,7.6
1973,7.4
1973,7.8
1973,7.9
1973,7.0
1973,8.1
1973,5.4
1973,7.2
1973,7.7
1973,7.4
1973,7.6
1974,9.1
1974,8.3
1974,8.0
1974,7.7
1974,7.5
1974,8.0
1974,6.7
1974,7.3
1974,6.8
1974,7.0
1974,7.2
1974,7.7
1974,6.3
1974,6.5
1974,7.0
1974,7.4
1974,5.7
1974,7.1
1974,7.5
1974,8.1
1974,7.9
1974,7.6
1974,8.1
1974,7.2
1974,7.2
1975,8.8
1975,8.1
1975,8.4
1975,8.1
1975,7.3
1975,8.1
1975,7.9
1975,6.0
1975,7.5
1975,7.7
1975,7.5
1975,6.2
1975,7.7
1975,7.0
1975,8.4
1975,8.2
1975,8.0
1975,7.7
1975,6.6
1975,6.5
1975,7.6
1975,6.8
1975,6.6
1975,6.8
1975,6.3
1976,8.4
1976,8.1
1976,7.4
1976,8.2
1976,7.6
1976,8.0
1976,7.9
1976,7.5
1976,6.8
1976,6.7
1976,7.4
1976,7.8
1976,7.4
1976,7.2
1976,5.7
1976,7.7
1976,7.7
1976,7.2
1976,6.7
1976,6.8
1976,8.7
1976,6.9
1976,6.7
1976,6.8
1976,6.6
1977,8.7
1977,8.2
1977,7.7
1977,7.0
1977,7.4
1977,6.7
1977,7.4
1977,7.4
1977,6.9
1977,6.7
1977,7.3
1977,8.4
1977,6.3
1977,7.6
1977,7.5
1977,6.8
1977,3.7
1977,6.2
1977,6.5
1977,6.3
1977,7.4
1977,6.6
1977,7.9
1977,6.6
1977,7.4
1978,8.2
1978,7.9
1978,7.1
1978,7.3
1978,7.6
1978,8.0
1978,7.6
1978,5.6
1978,8.0
1978,7.3
1978,6.9
1978,6.0
1978,7.6
1978,7.6
1978,6.2
1978,7.0
1978,5.6
1978,7.1
1978,6.1
1978,6.6
1978,6.9
1978,6.3
1978,5.8
1978,6.8
1978,7.5
1979,8.5
1979,8.5
1979,8.1
1979,7.0
1979,7.0
1979,8.0
1979,7.7
1979,7.6
1979,7.7
1979,6.2
1979,6.3
1979,8.1
1979,8.0
1979,7.1
1979,5.1
1979,6.1
1979,7.4
1979,5.8
1979,7.6
1979,6.8
1979,7.5
1979,7.3
1979,7.3
1979,6.8
1979,7.7
1980,8.8
1980,8.5
1980,8.3
1980,7.8
1980,8.3
1980,7.9
1980,7.3
1980,6.4
1980,6.7
1980,5.5
1980,7.2
1980,6.8
1980,6.3
1980,5.9
1980,7.8
1980,7.9
1980,6.9
1980,5.0
1980,7.1
1980,7.2
1980,6.5
1980,6.0
1980,6.7
1980,6.5
1981,8.6
1981,8.4
1981,7.6
1981,7.6
1981,7.2
1981,6.8
1981,7.6
1981,7.2
1981,7.4
1981,6.4
1981,6.9
1981,6.9
1981,7.2
1981,5.9
1981,6.8
1981,6.8
1981,6.8
1981,7.5
1981,6.0
1981,7.3
1981,7.4
1981,6.6
1981,6.8
1981,7.6
1981,6.5
1982,8.2
1982,7.8
1982,8.2
1982,7.6
1982,8.1
1982,6.8
1982,6.8
1982,6.5
1982,7.4
1982,7.7
1982,7.4
1982,7.2
1982,7.9
1982,6.9
1982,7.7
1982,7.2
1982,6.9
1982,8.2
1982,5.9
1982,6.1
1982,5.5
1982,6.7
1982,4.2
1982,7.7
1982,3.9
1983,8.4
1983,8.3
1983,8.1
1983,7.4
1983,7.5
1983,7.0
1983,6.5
1983,7.4
1983,6.7
1983,7.3
1983,7.1
1983,6.2
1983,6.5
1983,7.9
1983,4.9
1983,7.3
1983,7.4
1983,5.9
1983,7.8
1983,6.6
1983,3.5
1983,7.1
1983,6.4
1983,7.2
1983,5.9
1984,7.6
1984,8.4
1984,7.8
1984,8.4
1984,7.5
1984,7.2
1984,7.3
1984,7.1
1984,8.0
1984,6.6
1984,7.4
1984,6.5
1984,8.1
1984,7.7
1984,7.1
1984,6.9
1984,5.7
1984,6.6
1984,6.2
1984,7.2
1984,7.1
1984,6.3
1984,7.9
1984,6.2
1985,8.5
1985,7.9
1985,7.7
1985,8.0
1985,6.5
1985,6.3
1985,6.5
1985,6.1
1985,8.3
1985,7.5
1985,6.3
1985,7.7
1985,6.5
1985,7.3
1985,7.1
1985,7.1
1985,6.6
1985,6.3
1985,6.9
1985,7.3
1985,7.0
1985,5.2
1985,6.0
1985,6.8
1985,6.0
1986,8.5
1986,8.2
1986,8.1
1986,7.9
1986,6.8
1986,7.8
1986,7.5
1986,7.2
1986,7.4
1986,7.2
1986,7.8
1986,6.5
1986,8.1
1986,7.2
1986,6.9
1986,6.3
1986,7.9
1986,7.2
1986,6.8
1986,6.7
1986,5.7
1986,7.4
1986,5.4
1986,6.4
1986,5.7
1987,8.4
1987,8.1
1987,7.8
1987,8.0
1987,7.6
1987,7.5
1987,7.0
1987,6.7
1987,7.4
1987,6.6
1987,7.8
1987,7.4
1987,7.1
1987,7.8
1987,7.5
1987,6.3
1987,7.2
1987,7.0
1987,6.7
1987,7.8
1987,7.3
1987,6.9
1987,6.4
1987,8.0
1987,6.4
1988,8.3
1988,8.0
1988,7.4
1988,7.2
1988,7.6
1988,8.5
1988,8.2
1988,7.6
1988,6.9
1988,7.6
1988,8.4
1988,8.0
1988,7.2
1988,5.5
1988,5.9
1988,7.8
1988,7.2
1988,6.4
1988,6.9
1988,5.7
1988,7.2
1988,7.7
1988,7.5
1988,7.3
1988,6.6
1989,8.3
1989,7.7
1989,7.6
1989,7.9
1989,7.6
1989,7.6
1989,7.5
1989,6.4
1989,7.1
1989,7.9
1989,7.5
1989,6.2
1989,7.5
1989,6.9
1989,7.2
1989,6.2
1989,6.5
1989,5.7
1989,7.4
1989,7.4
1989,6.8
1989,6.5
1989,7.8
1989,7.9
1989,6.7
1990,8.7
1990,8.0
1990,7.3
1990,7.1
1990,7.6
1990,7.5
1990,7.3
1990,6.8
1990,8.0
1990,6.9
1990,7.6
1990,7.8
1990,7.9
1990,5.9
1990,6.2
1990,7.7
1990,7.1
1990,4.9
1990,7.5
1990,6.6
1990,6.5
1990,6.2
1990,7.2
1990,5.7
1990,7.4
1991,8.6
1991,8.5
1991,8.0
1991,6.5
1991,6.9
1991,7.3
1991,8.0
1991,7.3
1991,7.1
1991,6.7
1991,7.7
1991,7.7
1991,6.7
1991,6.9
1991,6.6
1991,7.1
1991,7.7
1991,6.7
1991,7.5
1991,6.4
1991,7.2
1991,6.6
1991,7.5
1991,6.9
1991,6.1
1992,8.4
1992,8.3
1992,7.9
1992,6.9
1992,6.4
1992,7.9
1992,7.6
1992,6.3
1992,7.4
1992,6.9
1992,6.6
1992,7.6
1992,7.8
1992,6.9
1992,5.9
1992,7.4
1992,7.6
1992,6.9
1992,6.3
1992,7.9
1992,7.1
1992,5.9
1992,7.7
1992,6.4
1992,6.0
1993,8.9
1993,8.0
1993,8.1
1993,7.8
1993,8.0
1993,7.7
1993,7.9
1993,7.9
1993,7.7
1993,6.7
1993,7.6
1993,6.7
1993,6.5
1993,7.6
1993,6.1
1993,7.7
1993,7.8
1993,6.3
1993,8.1
1993,6.6
1993,6.7
1993,7.2
1993,6.8
1993,7.5
1993,6.4
1994,9.3
1994,9.0
1994,8.8
1994,8.6
1994,8.4
1994,7.2
1994,7.2
1994,7.5
1994,6.8
1994,6.8
1994,7.9
1994,7.2
1994,7.2
1994,7.9
1994,6.9
1994,7.6
1994,7.0
1994,7.4
1994,6.9
1994,6.3
1994,7.3
1994,6.9
1994,4.7
1994,6.5
1994,6.2
1995,8.7
1995,8.4
1995,8.7
1995,8.3
1995,8.1
1995,8.3
1995,8.2
1995,7.6
1995,7.6
1995,7.2
1995,5.4
1995,6.7
1995,6.7
1995,6.1
1995,6.0
1995,8.1
1995,7.1
1995,7.2
1995,6.7
1995,6.4
1995,7.6
1995,6.9
1995,6.4
1995,6.5
1995,8.1
1996,8.2
1996,6.8
1996,8.2
1996,7.0
1996,7.4
1996,7.2
1996,7.2
1996,7.2
1996,6.3
1996,6.8
1996,7.5
1996,6.2
1996,6.9
1996,7.4
1996,7.6
1996,5.9
1996,7.5
1996,6.6
1996,7.3
1996,6.0
1996,5.5
1996,6.0
1996,5.9
1996,6.3
1996,6.8
1997,7.7
1997,8.2
1997,8.3
1997,7.2
1997,7.6
1997,8.6
1997,7.3
1997,7.4
1997,7.7
1997,7.7
1997,6.4
1997,7.5
1997,7.1
1997,6.8
1997,7.8
1997,7.8
1997,6.8
1997,7.3
1997,3.6
1997,7.0
1997,8.4
1997,7.9
1997,6.2
1997,7.4
1997,6.4
1998,8.6
1998,8.6
1998,8.0
1998,8.2
1998,8.2
1998,6.5
1998,7.1
1998,7.7
1998,7.2
1998,7.2
1998,7.1
1998,7.2
1998,6.8
1998,7.8
1998,7.0
1998,7.8
1998,7.2
1998,5.2
1998,6.4
1998,7.5
1998,7.6
1998,6.1
1998,6.7
1998,6.6
1998,7.4
1999,8.9
1999,8.7
1999,8.5
1999,8.2
1999,8.5
1999,6.5
1999,7.9
1999,7.0
1999,6.9
1999,7.4
1999,7.8
1999,8.0
1999,7.2
1999,7.9
1999,7.8
1999,7.1
1999,7.3
1999,6.9
1999,6.3
1999,6.6
1999,7.8
1999,6.3
1999,6.8
1999,6.3
1999,7.2
2000,8.5
2000,8.6
2000,8.3
2000,8.4
2000,7.4
2000,7.6
2000,7.6
2000,7.0
2000,7.2
2000,7.9
2000,5.9
2000,7.8
2000,6.4
2000,7.9
2000,7.0
2000,7.1
2000,7.7
2000,6.1
2000,6.5
2000,6.7
2000,8.1
2000,6.5
2000,6.3
2000,7.7
2000,5.5
2001,8.8
2001,8.1
2001,8.1
2001,8.5
2001,8.0
2001,7.9
2001,7.4
2001,7.7
2001,8.6
2001,7.7
2001,7.7
2001,7.6
2001,6.3
2001,5.8
2001,7.1
2001,7.6
2001,7.9
2001,6.5
2001,6.9
2001,6.6
2001,7.6
2001,6.3
2001,7.6
2001,5.8
2001,6.5
2002,8.7
2002,7.3
2002,8.7
2002,7.9
2002,8.5
2002,6.7
2002,7.7
2002,7.9
2002,7.3
2002,7.5
2002,7.6
2002,7.5
2002,6.7
2002,7.6
2002,5.9
2002,7.1
2002,6.8
2002,7.2
2002,7.7
2002,7.2
2002,6.6
2002,6.8
2002,7.1
2002,7.1
2002,6.8
2003,8.9
2003,8.1
2003,8.2
2003,8.1
2003,7.1
2003,8.0
2003,6.6
2003,7.5
2003,8.0
2003,7.8
2003,7.7
2003,7.7
2003,8.4
2003,6.4
2003,6.9
2003,6.6
2003,6.9
2003,5.7
2003,7.1
2003,7.7
2003,7.0
2003,6.2
2003,7.4
2003,7.3
2003,6.4
2004,8.4
2004,8.0
2004,8.0
2004,8.1
2004,7.9
2004,8.0
2004,7.9
2004,7.7
2004,7.4
2004,7.1
2004,7.1
2004,7.7
2004,7.7
2004,6.3
2004,7.6
2004,7.7
2004,7.2
2004,7.2
2004,6.3
2004,7.7
2004,7.7
2004,6.7
2004,6.8
2004,7.5
2004,8.2
2005,8.3
2005,8.2
2005,8.2
2005,7.7
2005,7.6
2005,7.3
2005,6.5
2005,6.4
2005,7.2
2005,6.7
2005,7.0
2005,6.8
2005,6.9
2005,7.7
2005,7.6
2005,5.7
2005,7.9
2005,6.6
2005,6.8
2005,6.8
2005,7.1
2005,7.7
2005,7.9
2005,7.5
2005,6.6
2006,8.5
2006,8.5
2006,7.7
2006,7.3
2006,7.9
2006,8.3
2006,7.9
2006,8.0
2006,7.9
2006,6.8
2006,7.3
2006,7.9
2006,6.4
2006,7.6
2006,7.6
2006,7.7
2006,6.2
2006,7.5
2006,6.8
2006,7.8
2006,7.0
2006,6.8
2006,6.4
2006,8.5
2006,7.2
2007,8.2
2007,7.1
2007,7.1
2007,8.1
2007,8.0
2007,7.0
2007,7.6
2007,7.6
2007,8.2
2007,7.3
2007,8.1
2007,7.9
2007,6.2
2007,7.8
2007,7.4
2007,7.1
2007,7.5
2007,7.4
2007,7.7
2007,7.8
2007,6.9
2007,7.1
2007,7.7
2007,7.2
2007,6.8
2008,9.0
2008,8.5
2008,7.9
2008,8.0
2008,8.2
2008,7.9
2008,7.8
2008,5.2
2008,6.3
2008,8.0
2008,6.7
2008,6.7
2008,7.0
2008,7.1
2008,6.9
2008,7.6
2008,6.4
2008,8.0
2008,6.8
2008,7.6
2008,7.0
2008,6.0
2008,7.0
2008,7.6
2008,7.2
2009,7.9
2009,8.3
2009,7.8
2009,8.0
2009,8.3
2009,8.0
2009,7.6
2009,7.6
2009,7.7
2009,7.8
2009,5.9
2009,7.4
2009,6.7
2009,6.7
2009,7.5
2009,5.7
2009,8.0
2009,4.5
2009,7.0
2009,7.3
2009,6.6
2009,6.7
2009,6.2
2009,7.7
2009,5.7
2010,8.8
2010,8.0
2010,8.0
2010,8.4
2010,7.8
2010,7.0
2010,7.8
2010,8.1
2010,8.2
2010,7.6
2010,7.6
2010,6.5
2010,7.6
2010,6.5
2010,6.8
2010,7.7
2010,7.5
2010,7.9
2010,6.5
2010,6.4
2010,7.7
2010,5.8
2010,7.0
2010,7.1
2010,6.8
2011,7.8
2011,8.1
2011,7.0
2011,7.9
2011,7.3
2011,6.8
2011,7.6
2011,6.5
2011,7.4
2011,7.5
2011,7.3
2011,8.6
2011,6.6
2011,6.9
2011,7.9
2011,6.3
2011,7.5
2011,7.1
2011,7.7
2011,8.2
2011,7.6
